Date,Open,High,Low,Close,Volume
2009-11-12 00:00:00+05:30,238.0,238.6,234.0,236.52,717834
2009-11-13 00:00:00+05:30,235.0,244.74,233.6,238.89,2200235
2009-11-16 00:00:00+05:30,240.0,241.0,236.65,240.11,570564
2009-11-17 00:00:00+05:30,240.0,241.8,239.0,240.91,521784
2009-11-18 00:00:00+05:30,240.4,244.18,239.8,242.19,765005
2009-11-19 00:00:00+05:30,242.0,244.02,240.22,243.39,415404
2009-11-20 00:00:00+05:30,242.82,243.4,240.4,242.63,1094099
2009-11-23 00:00:00+05:30,242.0,243.48,241.2,241.98,212919
2009-11-24 00:00:00+05:30,245.98,245.98,238.0,240.12,182585
2009-11-25 00:00:00+05:30,239.64,252.69,238.0,249.33,3626604
2009-11-26 00:00:00+05:30,248.4,249.2,247.2,248.48,674495
2009-11-27 00:00:00+05:30,247.98,250.8,242.4,248.66,859500
2009-11-30 00:00:00+05:30,249.1,257.76,249.0,254.38,878165
2009-12-01 00:00:00+05:30,256.0,268.76,255.0,264.63,1722515
2009-12-02 00:00:00+05:30,266.7,274.8,250.05,269.66,1424504
2009-12-03 00:00:00+05:30,270.34,271.8,256.2,258.44,1551134
2009-12-04 00:00:00+05:30,260.0,261.98,250.35,251.07,866730
2009-12-07 00:00:00+05:30,252.2,256.1,250.2,255.21,383919
2009-12-08 00:00:00+05:30,255.0,257.0,252.4,253.64,221330
2009-12-09 00:00:00+05:30,252.82,257.0,249.25,249.82,320069
2009-12-10 00:00:00+05:30,249.0,251.0,244.45,247.51,643490
2009-12-11 00:00:00+05:30,249.58,250.8,246.2,248.32,183515
2009-12-14 00:00:00+05:30,249.96,251.2,242.2,248.01,168785
2009-12-15 00:00:00+05:30,249.0,249.96,240.0,248.03,1181240
2009-12-16 00:00:00+05:30,248.0,251.0,246.05,247.11,97299
2009-12-17 00:00:00+05:30,248.8,248.8,247.0,247.71,330834
2009-12-18 00:00:00+05:30,247.2,253.8,246.06,250.37,228174
2009-12-21 00:00:00+05:30,250.45,251.8,244.45,246.61,166079
2009-12-22 00:00:00+05:30,248.0,248.0,244.0,246.08,158274
2009-12-23 00:00:00+05:30,246.08,251.0,246.0,248.43,163539
2009-12-24 00:00:00+05:30,249.79,251.58,249.02,250.43,104070
2009-12-29 00:00:00+05:30,250.8,254.38,249.06,252.78,789840
2009-12-30 00:00:00+05:30,252.8,253.98,246.0,248.25,120245
2009-12-31 00:00:00+05:30,252.6,253.0,247.8,248.38,123194
2010-01-04 00:00:00+05:30,251.98,251.98,247.0,248.06,208845
2010-01-05 00:00:00+05:30,251.91,253.0,247.41,250.11,648995
2010-01-06 00:00:00+05:30,251.02,253.6,248.5,249.76,315644
2010-01-07 00:00:00+05:30,249.22,251.0,246.26,248.28,181044
2010-01-08 00:00:00+05:30,249.78,253.6,246.0,252.59,321684
2010-01-11 00:00:00+05:30,253.4,254.94,250.0,251.95,272255
2010-01-12 00:00:00+05:30,252.0,253.0,246.99,248.01,180050
2010-01-13 00:00:00+05:30,245.26,251.8,245.26,249.13,159069
2010-01-14 00:00:00+05:30,250.02,254.0,249.6,251.81,484505
2010-01-15 00:00:00+05:30,251.0,253.59,248.0,248.1,182864
2010-01-18 00:00:00+05:30,250.0,250.0,245.4,246.72,189449
2010-01-19 00:00:00+05:30,247.94,248.51,245.2,245.67,98400
2010-01-20 00:00:00+05:30,247.0,249.47,243.41,244.02,149129
2010-01-21 00:00:00+05:30,245.52,247.4,238.2,239.63,216630
2010-01-22 00:00:00+05:30,238.0,239.6,232.0,238.45,550520
2010-01-25 00:00:00+05:30,238.02,238.3,233.43,236.88,362525
2010-01-27 00:00:00+05:30,236.88,238.0,233.24,234.1,270489
2010-01-28 00:00:00+05:30,235.0,243.12,232.43,233.88,701150
2010-01-29 00:00:00+05:30,234.42,234.42,223.4,224.44,580379
2010-02-01 00:00:00+05:30,225.0,230.8,225.0,229.14,891840
2010-02-02 00:00:00+05:30,230.0,233.0,230.0,232.08,434480
2010-02-03 00:00:00+05:30,233.2,239.4,233.2,238.29,740009
2010-02-04 00:00:00+05:30,238.8,247.72,235.12,237.19,821090
2010-02-05 00:00:00+05:30,234.0,234.0,230.4,232.37,265700
2010-02-08 00:00:00+05:30,230.46,234.4,230.0,231.0,181595
2010-02-09 00:00:00+05:30,230.86,238.2,230.0,237.41,233030
2010-02-10 00:00:00+05:30,236.06,237.0,232.28,233.36,135035
2010-02-11 00:00:00+05:30,235.0,235.0,232.0,232.86,63635
2010-02-15 00:00:00+05:30,233.0,233.82,228.25,229.49,361679
2010-02-16 00:00:00+05:30,229.0,231.4,228.85,229.89,196800
2010-02-17 00:00:00+05:30,231.4,233.99,227.77,228.98,776139
2010-02-18 00:00:00+05:30,230.0,231.2,229.03,229.61,132924
2010-02-19 00:00:00+05:30,226.4,230.73,226.4,229.51,391374
2010-02-22 00:00:00+05:30,230.2,233.0,229.25,229.46,82194
2010-02-23 00:00:00+05:30,226.3,230.8,226.3,227.34,122060
2010-02-24 00:00:00+05:30,227.61,233.0,226.6,229.32,91274
2010-02-25 00:00:00+05:30,230.4,231.8,228.63,230.48,67319
2010-02-26 00:00:00+05:30,231.0,233.0,229.4,231.58,255119
2010-03-02 00:00:00+05:30,232.02,232.02,227.0,227.69,304634
2010-03-03 00:00:00+05:30,228.0,235.6,227.59,229.87,1435625
2010-03-04 00:00:00+05:30,230.0,232.76,227.0,228.03,2078615
2010-03-05 00:00:00+05:30,231.32,231.32,225.9,227.9,687794
2010-03-08 00:00:00+05:30,230.56,230.76,226.0,226.67,1892615
2010-03-09 00:00:00+05:30,226.6,228.0,224.0,224.37,1347909
2010-03-10 00:00:00+05:30,228.0,229.6,224.2,225.09,249804
2010-03-11 00:00:00+05:30,225.4,227.0,224.23,226.2,135834
2010-03-12 00:00:00+05:30,225.6,227.6,225.02,225.39,393924
2010-03-15 00:00:00+05:30,225.4,229.1,223.6,227.36,742730
2010-03-16 00:00:00+05:30,226.02,230.4,225.41,228.13,1543514
2010-03-17 00:00:00+05:30,228.2,229.77,223.0,223.31,345204
2010-03-18 00:00:00+05:30,223.4,226.66,223.04,223.56,217950
2010-03-19 00:00:00+05:30,222.02,224.98,221.2,222.37,752199
2010-03-22 00:00:00+05:30,222.0,222.0,220.22,221.29,714335
2010-03-23 00:00:00+05:30,223.8,224.8,220.05,221.67,338889
2010-03-25 00:00:00+05:30,222.4,224.19,222.06,223.67,932079
2010-03-26 00:00:00+05:30,224.02,227.05,222.42,225.72,265289
2010-03-29 00:00:00+05:30,223.61,229.1,223.6,228.57,323180
2010-03-30 00:00:00+05:30,229.66,231.6,228.0,231.15,218124
2010-03-31 00:00:00+05:30,230.45,233.0,223.0,230.95,360264
2010-04-01 00:00:00+05:30,226.2,232.8,226.2,229.99,420725
2010-04-05 00:00:00+05:30,227.0,231.45,226.26,231.01,706199
2010-04-06 00:00:00+05:30,231.0,233.61,230.0,230.49,262229
2010-04-07 00:00:00+05:30,232.59,233.0,229.0,229.83,313379
2010-04-08 00:00:00+05:30,229.26,231.2,228.41,229.82,505539
2010-04-09 00:00:00+05:30,230.0,230.4,228.0,229.39,426744
2010-04-12 00:00:00+05:30,226.4,229.65,223.8,225.3,723414
2010-04-13 00:00:00+05:30,225.2,228.8,224.62,228.42,168920
2010-04-15 00:00:00+05:30,229.1,230.36,227.21,229.19,1018835
2010-04-16 00:00:00+05:30,224.02,230.4,224.02,228.16,438414
2010-04-19 00:00:00+05:30,228.0,228.0,223.0,223.63,135440
2010-04-20 00:00:00+05:30,223.5,226.39,222.25,223.54,361205
2010-04-21 00:00:00+05:30,224.0,229.8,224.0,227.76,219465
2010-04-22 00:00:00+05:30,229.0,229.8,224.5,225.11,124175
2010-04-23 00:00:00+05:30,229.6,229.6,222.2,224.72,571694
2010-04-26 00:00:00+05:30,224.0,228.0,209.52,224.06,107325
2010-04-27 00:00:00+05:30,226.56,227.61,224.06,226.41,81359
2010-04-28 00:00:00+05:30,225.0,227.36,223.0,224.32,61749
2010-04-29 00:00:00+05:30,224.0,225.8,224.0,224.42,30545
2010-04-30 00:00:00+05:30,226.4,226.4,222.6,223.44,194210
2010-05-03 00:00:00+05:30,222.2,225.54,221.24,223.86,64319
2010-05-04 00:00:00+05:30,225.78,226.8,223.37,225.03,329229
2010-05-05 00:00:00+05:30,221.2,224.98,221.2,224.39,87564
2010-05-06 00:00:00+05:30,224.0,232.0,223.6,228.39,3789315
2010-05-07 00:00:00+05:30,227.0,231.0,224.4,225.74,218570
2010-05-10 00:00:00+05:30,225.4,228.0,225.17,225.97,101075
2010-05-11 00:00:00+05:30,226.98,228.0,224.0,227.22,108965
2010-05-12 00:00:00+05:30,226.0,233.79,225.0,232.83,1046240
2010-05-13 00:00:00+05:30,233.0,234.6,230.01,233.56,114870
2010-05-14 00:00:00+05:30,239.0,239.0,230.02,235.22,335405
2010-05-17 00:00:00+05:30,231.78,236.4,229.55,234.77,297549
2010-05-18 00:00:00+05:30,234.0,235.4,232.83,234.27,72204
2010-05-19 00:00:00+05:30,233.96,234.2,227.37,232.54,88109
2010-05-20 00:00:00+05:30,244.16,254.0,244.16,251.95,2752794
2010-05-21 00:00:00+05:30,245.0,255.0,240.0,250.71,2515194
2010-05-24 00:00:00+05:30,249.03,259.8,243.8,245.47,118335
2010-05-25 00:00:00+05:30,240.22,248.2,240.22,247.13,739719
2010-05-26 00:00:00+05:30,249.4,250.52,244.42,247.6,299709
2010-05-27 00:00:00+05:30,253.0,255.6,249.57,253.2,526175
2010-05-28 00:00:00+05:30,253.58,254.0,249.21,251.79,124674
2010-05-31 00:00:00+05:30,252.0,254.4,250.0,252.88,475620
2010-06-01 00:00:00+05:30,254.0,254.0,252.0,253.16,203460
2010-06-02 00:00:00+05:30,252.0,256.18,252.0,255.33,1255644
2010-06-03 00:00:00+05:30,257.89,264.8,250.6,262.86,503469
2010-06-04 00:00:00+05:30,265.0,270.0,255.31,259.72,685100
2010-06-07 00:00:00+05:30,257.0,263.0,248.02,254.22,1088075
2010-06-08 00:00:00+05:30,251.19,256.8,248.3,254.31,156699
2010-06-09 00:00:00+05:30,253.0,265.0,251.0,260.72,1399445
2010-06-10 00:00:00+05:30,259.8,262.99,257.06,259.26,223239
2010-06-11 00:00:00+05:30,258.12,261.6,254.0,256.09,670094
2010-06-14 00:00:00+05:30,254.64,270.0,251.0,268.8,1386584
2010-06-15 00:00:00+05:30,268.8,268.8,256.8,257.66,311675
2010-06-16 00:00:00+05:30,258.02,261.0,252.0,253.47,341829
2010-06-17 00:00:00+05:30,252.04,258.0,250.81,253.25,231675
2010-06-18 00:00:00+05:30,252.05,255.92,251.21,253.37,136034
2010-06-21 00:00:00+05:30,255.0,258.0,252.4,253.09,235854
2010-06-22 00:00:00+05:30,252.4,261.59,252.4,255.87,304299
2010-06-23 00:00:00+05:30,255.87,262.6,255.87,259.71,258669
2010-06-24 00:00:00+05:30,260.0,262.5,257.2,260.96,373049
2010-06-25 00:00:00+05:30,262.0,278.6,258.8,271.93,2559324
2010-06-28 00:00:00+05:30,274.0,312.0,268.02,276.17,11079369
2010-06-29 00:00:00+05:30,277.8,288.66,273.2,286.17,5529384
2010-06-30 00:00:00+05:30,281.1,295.46,280.31,288.48,5182644
2010-07-01 00:00:00+05:30,286.8,295.0,286.01,288.69,3249440
2010-07-02 00:00:00+05:30,289.76,295.4,282.2,285.93,1072209
2010-07-05 00:00:00+05:30,288.8,288.8,281.0,282.18,509060
2010-07-06 00:00:00+05:30,282.2,286.2,281.0,284.78,724479
2010-07-07 00:00:00+05:30,285.4,285.94,278.24,279.17,616989
2010-07-08 00:00:00+05:30,282.0,288.4,279.4,281.32,909240
2010-07-09 00:00:00+05:30,283.6,285.54,276.4,277.48,837080
2010-07-12 00:00:00+05:30,279.78,280.8,271.0,272.52,716420
2010-07-13 00:00:00+05:30,272.79,280.0,266.42,274.76,607344
2010-07-14 00:00:00+05:30,275.22,280.0,269.02,271.33,1320219
2010-07-15 00:00:00+05:30,274.0,274.15,263.1,269.16,851255
2010-07-16 00:00:00+05:30,268.0,272.6,267.22,269.95,1050719
2010-07-19 00:00:00+05:30,268.8,270.76,266.0,266.77,747639
2010-07-20 00:00:00+05:30,269.4,269.4,265.4,267.09,617045
2010-07-21 00:00:00+05:30,268.56,269.8,265.0,266.91,480050
2010-07-22 00:00:00+05:30,267.96,268.0,265.22,267.66,258639
2010-07-23 00:00:00+05:30,268.0,272.4,266.8,270.44,919655
2010-07-26 00:00:00+05:30,268.02,271.96,267.08,267.86,180114
2010-07-27 00:00:00+05:30,266.6,272.04,266.01,269.19,583085
2010-07-28 00:00:00+05:30,268.0,274.0,267.0,273.37,354504
2010-07-29 00:00:00+05:30,272.0,276.94,270.42,275.72,320334
2010-07-30 00:00:00+05:30,272.05,283.54,272.05,281.93,385889
2010-08-02 00:00:00+05:30,281.93,285.0,275.03,276.96,255219
2010-08-03 00:00:00+05:30,278.0,280.0,275.0,276.96,130334
2010-08-04 00:00:00+05:30,275.02,281.0,275.02,279.11,443475
2010-08-05 00:00:00+05:30,279.8,283.6,276.05,278.03,207459
2010-08-06 00:00:00+05:30,277.0,284.0,274.0,279.76,450459
2010-08-09 00:00:00+05:30,280.03,282.75,275.8,277.09,158549
2010-08-10 00:00:00+05:30,277.0,277.4,272.23,273.44,159125
2010-08-11 00:00:00+05:30,275.16,278.6,273.24,274.74,225905
2010-08-12 00:00:00+05:30,275.0,281.4,270.62,280.03,337709
2010-08-13 00:00:00+05:30,278.02,281.8,276.22,278.01,182934
2010-08-16 00:00:00+05:30,279.8,279.8,275.01,278.1,123254
2010-08-17 00:00:00+05:30,279.6,290.98,277.25,289.28,1593255
2010-08-18 00:00:00+05:30,291.76,294.4,284.22,286.48,1005159
2010-08-19 00:00:00+05:30,287.2,290.59,283.8,287.93,363854
2010-08-20 00:00:00+05:30,285.2,290.2,284.02,288.23,149169
2010-08-23 00:00:00+05:30,289.0,296.0,285.03,295.12,1093340
2010-08-24 00:00:00+05:30,296.0,296.8,282.23,285.36,624215
2010-08-25 00:00:00+05:30,284.2,288.4,278.0,285.25,283265
2010-08-26 00:00:00+05:30,286.05,292.0,286.05,289.12,234144
2010-08-27 00:00:00+05:30,286.42,295.03,286.42,293.84,681654
2010-08-30 00:00:00+05:30,292.0,297.42,290.02,291.2,196109
2010-08-31 00:00:00+05:30,289.98,294.0,289.01,290.93,139674
2010-09-01 00:00:00+05:30,289.0,296.8,288.44,294.23,280379
2010-09-02 00:00:00+05:30,292.43,295.0,287.2,288.98,85100
2010-09-03 00:00:00+05:30,290.8,294.4,289.02,290.42,103455
2010-09-06 00:00:00+05:30,292.96,295.6,290.02,294.18,164229
2010-09-07 00:00:00+05:30,297.6,305.0,292.23,298.12,510515
2010-09-08 00:00:00+05:30,296.0,313.4,296.0,309.35,685199
2010-09-09 00:00:00+05:30,309.6,309.6,304.0,307.2,172644
2010-09-13 00:00:00+05:30,311.6,318.58,308.51,316.3,553505
2010-09-14 00:00:00+05:30,318.0,323.8,312.44,316.95,755870
2010-09-15 00:00:00+05:30,320.8,326.0,317.0,323.99,687434
2010-09-16 00:00:00+05:30,311.05,324.8,310.0,316.51,571445
2010-09-17 00:00:00+05:30,318.4,318.8,311.2,313.66,401945
2010-09-20 00:00:00+05:30,319.87,319.87,307.74,309.5,443709
2010-09-21 00:00:00+05:30,311.0,315.8,300.6,303.35,956600
2010-09-22 00:00:00+05:30,303.64,309.55,297.46,301.9,758090
2010-09-23 00:00:00+05:30,303.0,304.4,297.11,300.9,507774
2010-09-24 00:00:00+05:30,302.0,305.77,296.47,302.06,618819
2010-09-27 00:00:00+05:30,304.8,308.0,303.3,305.22,459960
2010-09-28 00:00:00+05:30,306.39,310.4,300.6,308.87,273539
2010-09-29 00:00:00+05:30,309.74,309.74,304.36,306.02,291434
2010-09-30 00:00:00+05:30,306.0,308.0,298.2,300.44,229569
2010-10-01 00:00:00+05:30,303.0,307.4,302.9,305.94,236115
2010-10-04 00:00:00+05:30,306.0,308.19,297.02,299.66,817059
2010-10-05 00:00:00+05:30,298.0,303.2,297.0,298.52,638564
2010-10-06 00:00:00+05:30,299.99,303.79,295.0,296.08,1898775
2010-10-07 00:00:00+05:30,294.02,299.75,293.11,298.06,343385
2010-10-08 00:00:00+05:30,298.06,301.99,295.0,297.18,157100
2010-10-11 00:00:00+05:30,299.75,300.0,295.2,296.02,170934
2010-10-12 00:00:00+05:30,299.8,299.94,291.05,293.13,157514
2010-10-13 00:00:00+05:30,296.0,297.99,294.0,294.66,1807755
2010-10-14 00:00:00+05:30,294.66,296.8,268.73,288.93,361415
2010-10-15 00:00:00+05:30,290.0,291.0,285.29,286.91,135339
2010-10-18 00:00:00+05:30,289.53,289.53,279.22,284.38,209685
2010-10-19 00:00:00+05:30,284.04,295.4,284.04,292.79,435945
2010-10-20 00:00:00+05:30,294.0,294.98,289.0,290.43,93039
2010-10-21 00:00:00+05:30,292.79,292.79,288.53,290.01,65660
2010-10-22 00:00:00+05:30,291.02,292.78,290.21,291.95,64280
2010-10-25 00:00:00+05:30,278.23,293.96,278.23,293.15,115430
2010-10-26 00:00:00+05:30,291.21,292.41,287.0,287.37,255474
2010-10-27 00:00:00+05:30,286.8,288.93,280.2,280.79,236094
2010-10-28 00:00:00+05:30,280.6,284.94,267.32,282.76,429515
2010-10-29 00:00:00+05:30,279.62,294.0,279.02,290.01,305129
2010-11-01 00:00:00+05:30,290.1,295.4,284.0,286.5,184764
2010-11-02 00:00:00+05:30,290.0,294.0,285.0,291.23,208284
2010-11-03 00:00:00+05:30,293.48,293.58,289.0,290.09,140324
2010-11-04 00:00:00+05:30,291.99,293.2,288.0,290.44,279905
2010-11-05 00:00:00+05:30,292.0,292.98,290.51,291.97,30809
2010-11-08 00:00:00+05:30,292.0,292.7,287.6,290.54,76235
2010-11-09 00:00:00+05:30,294.58,294.58,287.7,290.24,95780
2010-11-10 00:00:00+05:30,290.4,292.94,288.0,288.76,201615
2010-11-11 00:00:00+05:30,292.0,292.7,283.06,284.12,111909
2010-11-12 00:00:00+05:30,290.98,292.6,277.0,278.56,772049
2010-11-15 00:00:00+05:30,281.0,285.57,281.0,283.57,526494
2010-11-16 00:00:00+05:30,282.8,285.97,278.0,280.95,495224
2010-11-18 00:00:00+05:30,281.07,284.0,277.4,279.55,467510
2010-11-19 00:00:00+05:30,283.6,283.6,278.0,280.21,3174510
2010-11-22 00:00:00+05:30,285.0,290.0,278.44,279.34,76554
2010-11-23 00:00:00+05:30,267.0,279.78,267.0,275.75,98850
2010-11-24 00:00:00+05:30,268.04,281.94,268.04,279.98,456735
2010-11-25 00:00:00+05:30,271.1,281.7,271.1,277.87,150714
2010-11-26 00:00:00+05:30,273.02,280.0,268.0,276.21,221199
2010-11-29 00:00:00+05:30,276.01,279.0,272.23,276.17,149345
2010-11-30 00:00:00+05:30,275.0,277.58,273.42,275.44,79079
2010-12-01 00:00:00+05:30,278.7,284.14,275.42,281.58,182324
2010-12-02 00:00:00+05:30,290.0,294.8,283.0,284.08,211670
2010-12-03 00:00:00+05:30,286.34,287.91,282.51,283.77,342155
2010-12-06 00:00:00+05:30,286.19,290.0,282.72,283.69,127259
2010-12-07 00:00:00+05:30,289.56,289.56,281.3,285.29,263384
2010-12-08 00:00:00+05:30,285.6,287.94,282.0,283.34,992424
2010-12-09 00:00:00+05:30,278.2,287.0,277.0,278.77,127940
2010-12-10 00:00:00+05:30,267.0,278.6,267.0,276.98,1277784
2010-12-13 00:00:00+05:30,281.0,281.0,275.43,277.27,123719
2010-12-14 00:00:00+05:30,279.0,283.1,276.45,277.18,194999
2010-12-14 00:00:00+05:30,279.0,283.1,276.45,277.18,194999
2010-12-15 00:00:00+05:30,282.0,285.65,275.25,276.89,293690
2010-12-16 00:00:00+05:30,279.8,283.6,274.42,277.64,229250
2010-12-20 00:00:00+05:30,275.8,277.0,271.0,272.88,886464
2010-12-21 00:00:00+05:30,272.0,279.37,271.02,276.83,1081145
2010-12-22 00:00:00+05:30,278.0,280.8,274.23,276.99,150749
2010-12-23 00:00:00+05:30,280.0,283.8,276.25,278.81,238920
2010-12-24 00:00:00+05:30,276.8,280.8,274.43,279.98,163055
2010-12-27 00:00:00+05:30,280.0,280.6,277.6,278.71,52689
2010-12-28 00:00:00+05:30,278.8,283.81,278.8,279.87,251594
2010-12-29 00:00:00+05:30,283.8,283.8,279.08,279.99,198830
2010-12-30 00:00:00+05:30,280.01,281.57,278.2,279.71,92195
2010-12-31 00:00:00+05:30,277.61,284.4,277.61,282.24,383525
2011-01-03 00:00:00+05:30,281.59,283.6,278.05,282.63,185234
2011-01-04 00:00:00+05:30,283.36,285.78,282.0,283.86,201065
2011-01-05 00:00:00+05:30,280.2,283.72,278.43,279.11,136424
2011-01-06 00:00:00+05:30,279.0,281.46,273.0,273.6,700374
2011-01-07 00:00:00+05:30,273.8,277.38,263.0,266.86,174209
2011-01-10 00:00:00+05:30,269.8,296.64,262.2,263.67,235899
2011-01-11 00:00:00+05:30,263.0,269.0,261.43,266.65,215145
2011-01-12 00:00:00+05:30,268.54,269.18,260.6,261.92,253239
2011-01-13 00:00:00+05:30,262.6,264.22,261.42,263.61,86075
2011-01-14 00:00:00+05:30,264.4,265.2,260.23,262.42,80945
2011-01-17 00:00:00+05:30,254.6,265.1,254.6,261.94,61844
2011-01-18 00:00:00+05:30,260.2,265.16,260.2,261.54,131334
2011-01-19 00:00:00+05:30,262.8,264.0,261.2,261.99,1156094
2011-01-20 00:00:00+05:30,258.0,263.91,255.46,256.97,351974
2011-01-21 00:00:00+05:30,256.98,258.5,249.6,250.46,137189
2011-01-24 00:00:00+05:30,210.0,254.0,210.0,253.33,53855
2011-01-25 00:00:00+05:30,253.0,303.99,252.04,254.77,316835
2011-01-27 00:00:00+05:30,250.41,256.59,250.41,252.45,75744
2011-01-28 00:00:00+05:30,252.4,253.98,247.6,250.92,800280
2011-01-31 00:00:00+05:30,246.22,261.1,246.22,257.64,647619
2011-02-01 00:00:00+05:30,251.0,263.97,251.0,255.73,129944
2011-02-02 00:00:00+05:30,257.08,258.8,251.32,257.64,229239
2011-02-03 00:00:00+05:30,257.78,260.0,254.0,258.32,206505
2011-02-04 00:00:00+05:30,254.46,263.0,254.45,261.04,208929
2011-02-07 00:00:00+05:30,262.0,269.0,258.23,265.93,194819
2011-02-08 00:00:00+05:30,265.0,268.4,259.21,260.25,930450
2011-02-09 00:00:00+05:30,265.8,265.8,250.45,260.18,136359
2011-02-10 00:00:00+05:30,255.0,261.94,255.0,258.1,749465
2011-02-11 00:00:00+05:30,259.0,259.9,252.0,253.51,330065
2011-02-14 00:00:00+05:30,256.54,259.89,254.74,257.6,275064
2011-02-15 00:00:00+05:30,259.94,260.05,257.0,257.36,277895
2011-02-16 00:00:00+05:30,258.16,259.0,254.8,257.56,43970
2011-02-17 00:00:00+05:30,259.16,261.0,255.22,256.95,48170
2011-02-18 00:00:00+05:30,259.94,259.94,255.0,256.54,398250
2011-02-21 00:00:00+05:30,258.4,258.4,254.0,254.99,498099
2011-02-22 00:00:00+05:30,256.76,256.76,244.04,246.81,648134
2011-02-23 00:00:00+05:30,246.6,249.57,242.83,248.03,178865
2011-02-24 00:00:00+05:30,248.0,248.0,244.0,245.05,728474
2011-02-25 00:00:00+05:30,243.0,246.97,241.0,243.88,225600
2011-02-28 00:00:00+05:30,245.0,250.8,243.4,247.32,254294
2011-03-01 00:00:00+05:30,243.41,249.72,243.41,247.53,328685
2011-03-03 00:00:00+05:30,242.6,251.47,242.6,248.66,363584
2011-03-04 00:00:00+05:30,248.8,250.6,247.03,248.42,173429
2011-03-07 00:00:00+05:30,248.42,251.39,245.2,248.18,101160
2011-03-08 00:00:00+05:30,247.0,250.79,247.0,248.93,199734
2011-03-09 00:00:00+05:30,244.25,250.76,244.25,246.01,251750
2011-03-10 00:00:00+05:30,248.0,256.76,245.02,250.86,176840
2011-03-11 00:00:00+05:30,250.0,256.0,249.0,255.04,484400
2011-03-14 00:00:00+05:30,256.76,259.24,252.0,256.91,166550
2011-03-15 00:00:00+05:30,254.2,254.2,250.6,251.44,410259
2011-03-16 00:00:00+05:30,254.16,259.2,250.63,255.78,96035
2011-03-17 00:00:00+05:30,256.0,258.97,251.76,255.23,92225
2011-03-18 00:00:00+05:30,250.63,255.57,250.0,251.52,147440
2011-03-21 00:00:00+05:30,250.74,257.5,248.01,248.89,73610
2011-03-22 00:00:00+05:30,235.32,260.84,235.32,253.61,192129
2011-03-23 00:00:00+05:30,254.02,260.0,254.02,258.48,132789
2011-03-24 00:00:00+05:30,257.4,259.8,256.02,257.55,164459
2011-03-25 00:00:00+05:30,255.6,262.2,255.6,260.65,263510
2011-03-28 00:00:00+05:30,260.6,264.98,258.4,263.22,80969
2011-03-29 00:00:00+05:30,262.89,265.97,257.41,258.27,106944
2011-03-30 00:00:00+05:30,259.0,261.2,256.4,259.83,367029
2011-03-31 00:00:00+05:30,254.2,268.0,254.2,262.45,227570
2011-04-01 00:00:00+05:30,264.98,264.98,258.2,262.81,811830
2011-04-04 00:00:00+05:30,262.2,268.62,262.2,268.03,379449
2011-04-05 00:00:00+05:30,271.76,271.76,262.42,264.5,324395
2011-04-06 00:00:00+05:30,269.27,272.0,263.99,269.15,471990
2011-04-07 00:00:00+05:30,271.6,271.96,267.23,268.91,193724
2011-04-08 00:00:00+05:30,272.0,272.0,259.0,260.31,270479
2011-04-11 00:00:00+05:30,265.0,265.0,257.04,257.8,60774
2011-04-13 00:00:00+05:30,258.0,263.97,258.0,263.07,104775
2011-04-15 00:00:00+05:30,262.0,262.99,256.33,262.05,81134
2011-04-18 00:00:00+05:30,259.39,264.5,256.31,257.58,438654
2011-04-19 00:00:00+05:30,258.7,260.2,255.06,257.77,303899
